element_index,conductivity,sensitivity,is_high
1020,1000.0,0.0,0
1021,1000.0,0.0,0
1022,1000.0,0.0,0
1023,500.0,0.0,1
1024,1000.0,0.0,0
1025,1000.0,0.0,0
1026,500.0,0.0,1
1027,500.0,0.0,1
1028,500.0,0.0,1
1029,1000.0,0.0,0
1030,1000.0,0.0,0
1031,1000.0,0.0,0
1032,1000.0,0.0,0
1033,1000.0,0.0,0
1034,1000.0,0.0,0
1035,500.0,0.0,1
1036,1000.0,0.0,0
1037,1000.0,0.0,0
1038,500.0,0.0,1
1039,500.0,0.0,1
1040,1000.0,0.0,0
1041,1000.0,0.0,0
1042,500.0,0.0,1
1043,500.0,0.0,1
1044,500.0,0.0,1
1045,500.0,0.0,1
1046,1000.0,0.0,0
1047,1000.0,0.0,0
1048,500.0,0.0,1
1049,1000.0,0.0,0
1050,500.0,0.0,1
1051,1000.0,0.0,0
1052,1000.0,0.0,0
1053,1000.0,0.0,0
1054,1000.0,0.0,0
1055,500.0,0.0,1
1056,1000.0,0.0,0
1057,500.0,0.0,1
1058,1000.0,0.0,0
1059,500.0,0.0,1
1060,500.0,0.0,1
1061,1000.0,0.0,0
1062,500.0,0.0,1
1063,1000.0,0.0,0
1064,1000.0,0.0,0
1065,500.0,0.0,1
1066,500.0,0.0,1
1067,1000.0,0.0,0
1068,1000.0,0.0,0
1069,500.0,0.0,1
1070,1000.0,0.0,0
1071,1000.0,0.0,0
1072,500.0,0.0,1
1073,500.0,0.0,1
1074,1000.0,0.0,0
1075,1000.0,0.0,0
1076,500.0,0.0,1
1077,500.0,0.0,1
1078,1000.0,0.0,0
1079,1000.0,0.0,0
1080,1000.0,0.0,0
1081,1000.0,0.0,0
1082,500.0,0.0,1
1083,500.0,0.0,1
1084,500.0,0.0,1
1085,1000.0,0.0,0
1086,1000.0,0.0,0
1087,500.0,0.0,1
1088,500.0,0.0,1
1089,500.0,0.0,1
1090,500.0,0.0,1
1091,1000.0,0.0,0
1092,500.0,0.0,1
1093,1000.0,0.0,0
1094,1000.0,0.0,0
1095,500.0,0.0,1
1096,1000.0,0.0,0
1097,500.0,0.0,1
1098,500.0,0.0,1
1099,500.0,0.0,1
1100,1000.0,0.0,0
